seq,ts,AD,position,posLength,velocity,width,filmVelocity,isRotationCW,angleOfRotation,aRoundTimeOfRotation,sampleAD
328,1767857973927,39413,4801,13850,4.192,1450,26.276,0,-80.7,7.717,50642
329,1767857974021,39254,4851,13850,4.192,1450,26.276,0,-80.7,7.717,50642
330,1767857974118,39221,4896,13850,4.192,1450,26.276,0,-80.7,7.717,50642
331,1767857974210,39121,4946,13850,4.192,1450,26.276,0,-80.7,7.717,50642
332,1767857974305,39011,4991,13850,4.192,1450,26.276,0,-80.7,7.717,50642
333,1767857974415,38968,5045,13850,4.192,1450,26.276,0,-80.7,7.717,50642
334,1767857974510,39221,5091,13850,4.192,1450,26.276,0,-80.7,7.717,50642
335,1767857974606,39171,5141,13850,4.2,1450,26.276,0,-81.4,7.717,50642
336,1767857974718,39070,5196,13850,4.2,1450,26.276,0,-81.4,7.683,50642
337,1767857974812,38977,5246,13850,4.2,1450,26.276,0,-81.4,7.683,50642
338,1767857974924,38987,5300,13850,4.2,1450,26.276,0,-81.4,7.683,50642
339,1767857975020,38973,5351,13850,4.2,1450,26.276,0,-81.4,7.683,50642
340,1767857975126,39022,5401,13850,4.2,1450,26.276,0,-81.4,7.683,50642
341,1767857975222,39033,5451,13850,4.2,1450,26.276,0,-81.4,7.717,50642
342,1767857975319,38903,5491,13850,4.2,1450,26.276,0,-81.4,7.717,50642
343,1767857975411,38675,5545,13850,4.2,1450,26.276,0,-81.4,7.717,50642
344,1767857975522,38652,5590,13850,4.2,1450,26.276,0,-81.4,7.717,50642
345,1767857975617,39025,5646,13850,4.2,1450,26.227,0,-82,7.717,50642
346,1767857975708,39318,5695,13850,4.2,1450,26.227,0,-82,7.717,50642
347,1767857975817,39504,5745,13850,4.2,1450,26.227,0,-82,7.717,50642
348,1767857975928,39516,5805,13850,4.2,1450,26.227,0,-82,7.683,50642
349,1767857976008,39566,5840,13850,4.2,1450,26.227,0,-82,7.683,50642
350,1767857976117,39196,5890,13850,4.2,1450,26.227,0,-82,7.683,50642
351,1767857976211,38687,5945,13850,4.2,1450,26.227,0,-82,7.683,50642
352,1767857976304,38585,5990,13850,4.2,1450,26.227,0,-82,7.683,50642
353,1767857976415,38809,6045,13850,4.2,1450,26.227,0,-82,7.683,50642
354,1767857976510,39008,6095,13850,4.2,1450,26.227,0,-82,7.683,50642
355,1767857976620,39371,6150,13850,4.192,1450,26.313,0,-82.7,7.717,50642
356,1767857976714,39554,6194,13850,4.192,1450,26.313,0,-82.7,7.717,50642
357,1767857976809,39465,6239,13850,4.192,1450,26.313,0,-82.7,7.717,50642
358,1767857976916,39413,6289,13850,4.192,1450,26.313,0,-82.7,7.717,50642
359,1767857977012,39239,6345,13850,4.192,1450,26.313,0,-82.7,7.717,50642
360,1767857977119,38956,6399,13850,4.192,1450,26.313,0,-82.7,7.717,50642
361,1767857977213,38656,6444,13850,4.192,1450,26.313,0,-82.7,7.717,50642
362,1767857977319,38702,6499,13850,4.192,1450,26.313,0,-82.7,7.717,50642
363,1767857977418,38868,6544,13850,4.192,1450,26.313,0,-82.7,7.717,50642
364,1767857977509,39172,6594,13850,4.192,1450,26.313,0,-82.7,7.717,50642
365,1767857977604,39159,6639,13850,4.192,1450,26.252,0,-83.5,7.717,50642
366,1767857977714,39126,6689,13850,4.192,1450,26.252,0,-83.5,7.717,50642
367,1767857977810,39096,6744,13850,4.192,1450,26.252,0,-83.5,7.717,50642
368,1767857977919,39023,6794,13850,4.192,1450,26.252,0,-83.5,7.717,50642
369,1767857978014,39080,6843,13850,4.192,1450,26.252,0,-83.5,7.717,50642
370,1767857978110,39134,6894,13850,4.192,1450,26.252,0,-83.5,7.717,50642
371,1767857978221,39105,6949,13850,4.192,1450,26.252,0,-83.5,7.717,50642
372,1767857978315,39037,6994,13850,4.192,1450,26.252,0,-83.5,7.717,50642
373,1767857978426,38801,7048,13850,4.192,1450,26.252,0,-83.5,7.717,50642
374,1767857978518,38775,7098,13850,4.192,1450,26.252,0,-83.5,7.717,50642
375,1767857978627,38975,7148,13850,4.2,1450,26.264,0,-84.2,7.683,50642
376,1767857978723,38953,7195,13850,4.2,1450,26.264,0,-84.2,7.683,50642
377,1767857978828,39035,7253,13850,4.2,1450,26.264,0,-84.2,7.683,50642
378,1767857978924,39066,7299,13850,4.2,1450,26.264,0,-84.2,7.683,50642
379,1767857979019,39083,7348,13850,4.2,1450,26.264,0,-84.2,7.717,50642
380,1767857979128,38929,7398,13850,4.2,1450,26.264,0,-84.2,7.717,50642
381,1767857979222,38793,7448,13850,4.2,1450,26.264,0,-84.2,7.717,50642
382,1767857979317,38841,7493,13850,4.2,1450,26.264,0,-84.2,7.717,50642
383,1767857979427,39068,7548,13850,4.2,1450,26.264,0,-84.2,7.717,50642
384,1767857979522,39075,7598,13850,4.2,1450,26.264,0,-84.2,7.717,50642
385,1767857979617,38853,7643,13850,4.192,1450,26.276,0,-84.9,7.717,50642
386,1767857979712,38763,7693,13850,4.192,1450,26.276,0,-84.9,7.717,50642
387,1767857979804,38854,7737,13850,4.192,1450,26.276,0,-84.9,7.683,50642
388,1767857979914,39199,7793,13850,4.192,1450,26.276,0,-84.9,7.683,50642
389,1767857980008,39053,7842,13850,4.192,1450,26.276,0,-84.9,7.683,50642
390,1767857980102,38896,7882,13850,4.192,1450,26.276,0,-84.9,7.683,50642
391,1767857980210,38773,7942,13850,4.192,1450,26.276,0,-84.9,7.683,50642
392,1767857980306,38766,7988,13850,4.192,1450,26.276,0,-84.9,7.683,50642
393,1767857980417,38641,8042,13850,4.192,1450,26.276,0,-84.9,7.717,50642
394,1767857980508,38590,8092,13850,4.192,1450,26.276,0,-84.9,7.717,50642
395,1767857980605,38774,8137,13850,4.192,1450,26.252,0,-85.5,7.683,50642
396,1767857980717,38767,8193,13850,4.192,1450,26.252,0,-85.5,7.683,50642
397,1767857980812,38643,8242,13850,4.192,1450,26.252,0,-85.5,7.683,50642
398,1767857980923,38728,8297,13850,4.192,1450,26.252,0,-85.5,7.683,50642
399,1767857981018,38794,8342,13850,4.192,1450,26.252,0,-85.5,7.683,50642
400,1767857981128,38848,8397,13850,4.192,1450,26.252,0,-85.5,7.683,50642
401,1767857981222,38877,8447,13850,4.192,1450,26.252,0,-85.5,7.717,50642
402,1767857981318,38968,8487,13850,4.192,1450,26.252,0,-85.5,7.717,50642
403,1767857981425,38848,8547,13850,4.192,1450,26.252,0,-85.5,7.717,50642
404,1767857981519,38902,8597,13850,4.192,1450,26.252,0,-85.5,7.717,50642
405,1767857981618,38862,8641,13850,4.192,1450,26.24,0,-86.3,7.717,50642
406,1767857981710,38953,8691,13850,4.192,1450,26.24,0,-86.3,7.717,50642
407,1767857981805,38870,8737,13850,4.192,1450,26.24,0,-86.3,7.717,50642
408,1767857981917,38836,8791,13850,4.192,1450,26.24,0,-86.3,7.717,50642
409,1767857982008,38972,8842,13850,4.192,1450,26.24,0,-86.3,7.717,50642
410,1767857982105,38830,8886,13850,4.192,1450,26.24,0,-86.3,7.683,50642
411,1767857982215,38786,8941,13850,4.192,1450,26.24,0,-86.3,7.683,50642
412,1767857982308,38811,8986,13850,4.192,1450,26.24,0,-86.3,7.683,50642
413,1767857982420,38785,9041,13850,4.192,1450,26.24,0,-86.3,7.683,50642
414,1767857982511,39003,9091,13850,4.192,1450,26.24,0,-86.3,7.683,50642
415,1767857982606,39120,9136,13850,4.2,1450,26.24,0,-86.3,7.683,50642
416,1767857982712,39133,9191,13850,4.2,1450,26.24,0,-87,7.683,50642
417,1767857982805,39185,9236,13850,4.2,1450,26.24,0,-87,7.683,50642
418,1767857982916,39078,9291,13850,4.2,1450,26.24,0,-87,7.683,50642
419,1767857983011,39000,9331,13850,4.2,1450,26.24,0,-87,7.717,50642
420,1767857983121,38765,9393,13850,4.2,1450,26.24,0,-87,7.717,50642
421,1767857983215,38836,9441,13850,4.2,1450,26.24,0,-87,7.717,50642
422,1767857983311,38799,9491,13850,4.2,1450,26.24,0,-87,7.683,50642
423,1767857983422,38826,9545,13850,4.2,1450,26.24,0,-87,7.683,50642
424,1767857983514,39147,9591,13850,4.2,1450,26.24,0,-87,7.683,50642
425,1767857983625,39035,9645,13850,4.2,1450,26.264,0,-87.6,7.683,50642
426,1767857983718,38905,9690,13850,4.2,1450,26.264,0,-87.6,7.683,50642
427,1767857983810,38632,9740,13850,4.2,1450,26.264,0,-87.6,7.683,50642
428,1767857983920,38537,9796,13850,4.2,1450,26.264,0,-87.6,7.717,50642
429,1767857984016,38579,9840,13850,4.2,1450,26.264,0,-87.6,7.717,50642
430,1767857984128,38897,9895,13850,4.2,1450,26.264,0,-87.6,7.717,50642
431,1767857984221,39109,9945,13850,4.2,1450,26.264,0,-87.6,7.717,50642
432,1767857984317,39332,9990,13850,4.2,1450,26.264,0,-87.6,7.717,50642
433,1767857984425,39644,10045,13850,4.2,1450,26.264,0,-87.6,7.717,50642
434,1767857984518,39506,10095,13850,4.2,1450,26.264,0,-87.6,7.717,50642
435,1767857984616,39320,10135,13850,4.2,1450,26.264,0,-87.6,7.717,50642
436,1767857984705,38901,10185,13850,4.192,1450,26.264,0,-88.3,7.717,50642
437,1767857984828,38744,10249,13850,4.192,1450,26.264,0,-88.3,7.717,50642
438,1767857984924,38657,10295,13850,4.192,1450,26.264,0,-88.3,7.717,50642
439,1767857985021,38797,10345,13850,4.192,1450,26.264,0,-88.3,7.717,50642
440,1767857985128,39037,10400,13850,4.192,1450,26.264,0,-88.3,7.717,50642
441,1767857985222,39349,10444,13850,4.192,1450,26.264,0,-88.3,7.717,50642
442,1767857985316,39330,10490,13850,4.192,1450,26.264,0,-88.3,7.717,50642
443,1767857985428,39250,10544,13850,4.192,1450,26.264,0,-88.3,7.717,50642
444,1767857985506,39138,10584,13850,4.192,1450,26.264,0,-88.3,7.717,50642
445,1767857985603,39236,10634,13850,4.192,1450,26.264,0,-88.3,7.717,50642
446,1767857985711,39271,10684,13850,4.192,1450,26.264,0,-89.1,7.717,50642
447,1767857985819,39289,10739,13850,4.192,1450,26.264,0,-89.1,7.717,50642
448,1767857985909,39316,10784,13850,4.192,1450,26.264,0,-89.1,7.717,50642
449,1767857986021,39356,10844,13850,4.192,1450,26.264,0,-89.1,7.717,50642
450,1767857986131,39104,10889,13850,4.192,1450,26.264,0,-89.1,7.717,50642
451,1767857986207,39115,10939,13850,4.192,1450,26.264,0,-89.1,7.717,50642
452,1767857986317,39154,10994,13850,4.192,1450,26.264,0,-89.1,7.717,50642
453,1767857986430,39142,11049,13850,4.192,1450,26.264,0,-89.1,7.717,50642
454,1767857986508,39063,11084,13850,4.192,1450,26.264,0,-89.1,7.717,50642
455,1767857986604,38846,11133,13850,4.192,1450,26.264,0,-89.1,7.717,50642
456,1767857986717,38660,11189,13850,4.2,1450,26.215,0,-89.8,7.717,50642
457,1767857986823,38520,11243,13850,4.2,1450,26.215,0,-89.8,7.717,50642
458,1767857986918,38501,11293,13850,4.2,1450,26.215,0,-89.8,7.717,50642
459,1767857987015,38746,11338,13850,4.2,1450,26.215,0,-89.8,7.717,50642
460,1767857987123,39102,11394,13850,4.2,1450,26.215,0,-89.8,7.717,50642
461,1767857987214,39128,11438,13850,4.2,1450,26.215,0,-89.8,7.717,50642
462,1767857987310,38914,11483,13850,4.2,1450,26.215,0,-89.8,7.717,50642
463,1767857987420,39044,11543,13850,4.2,1450,26.215,0,-89.8,7.717,50642
464,1767857987512,38707,11588,13850,4.2,1450,26.215,0,-89.8,7.717,50642
465,1767857987622,41555,11643,13850,4.2,1450,26.215,0,-89.8,7.717,50642
466,1767857987717,45428,11688,13850,4.192,1450,26.276,0,-90.5,7.717,50642
467,1767857987811,49642,11733,13850,4.192,1450,26.276,0,-90.5,7.717,50642
468,1767857987923,50485,11793,13850,4.192,1450,26.276,0,-90.5,7.717,50642
469,1767857988016,50572,11838,13850,4.192,1450,26.276,0,-90.5,7.717,50642
470,1767857988126,50516,11893,13850,4.192,1450,26.276,0,-90.5,7.717,50642
471,1767857988220,50533,11942,13850,4.192,1450,26.276,0,-90.5,7.717,50642
472,1767857988314,50535,11988,13850,4.192,1450,26.276,0,-90.5,7.717,50642
473,1767857988424,50510,12043,13850,4.192,1450,26.276,0,-90.5,7.717,50642
474,1767857988519,50512,12093,13850,4.192,1450,26.276,0,-90.5,7.717,50642
475,1767857988628,50459,12143,13850,4.192,1450,26.276,0,-90.5,7.717,50642
476,1767857988724,50499,12193,13850,4.2,1450,26.252,0,-91.1,7.717,50642
477,1767857988819,50486,12232,13850,4.2,1450,26.252,0,-91.1,7.717,50642
478,1767857988913,50528,12287,13850,4.2,1450,26.252,0,-91.1,7.717,50642
479,1767857989009,50465,12337,13850,4.2,1450,26.252,0,-91.1,7.717,50642
480,1767857989118,50476,12384,13850,4.2,1450,26.252,0,-91.1,7.717,50642
481,1767857989212,50495,12416,13850,4.2,1450,26.252,0,-91.1,7.717,50642
482,1767857989309,50528,12443,13850,4.2,1450,26.252,0,-91.1,7.717,50642
483,1767857989417,50511,12461,13850,4.2,1450,26.252,0,-91.1,7.717,50642
484,1767857989512,50522,12469,13850,4.2,1450,26.252,0,-91.1,7.717,50642
485,1767857989609,50522,12469,13850,4.2,1450,26.252,0,-91.1,7.717,50642
486,1767857989716,50522,12469,13850,4.2,1450,26.313,0,-91.8,7.717,50642
487,1767857989810,50522,12469,13850,4.2,1450,26.313,0,-91.8,7.717,50642
488,1767857989918,50522,12469,13850,4.2,1450,26.313,0,-91.8,7.717,50642
489,1767857990016,50522,12469,13850,4.2,1450,26.313,0,-91.8,7.717,50642
490,1767857990125,50522,12469,13850,4.2,1450,26.313,0,-91.8,7.717,50642
491,1767857990219,50522,12469,13850,4.2,1450,26.313,0,-91.8,7.717,50642
492,1767857990315,50515,12458,13850,4.2,1450,26.313,0,-91.8,7.717,50642
493,1767857990423,50514,12433,13850,4.2,1450,26.313,0,-91.8,7.717,50642
494,1767857990517,50540,12403,13850,4.2,1450,26.313,0,-91.8,7.717,50642
495,1767857990614,50528,12359,13850,4.2,1450,26.313,0,-91.8,7.717,50642
496,1767857990721,50580,12304,13850,0.832,1450,26.288,0,-92.5,7.717,50642
497,1767857990817,50613,12259,13850,0.832,1450,26.288,0,-92.5,7.717,50642
498,1767857990928,50555,12204,13850,0.832,1450,26.288,0,-92.5,7.717,50642
499,1767857991005,50607,12164,13850,0.832,1450,26.288,0,-92.5,7.717,50642
500,1767857991117,50608,12110,13850,0.832,1450,26.288,0,-92.5,7.717,50642
501,1767857991214,50576,12060,13850,0.832,1450,26.288,0,-92.5,7.717,50642
502,1767857991309,50665,12015,13850,0.832,1450,26.288,0,-92.5,7.717,50642
503,1767857991420,50607,11959,13850,0.832,1450,26.288,0,-92.5,7.717,50642
504,1767857991516,50588,11909,13850,0.832,1450,26.288,0,-92.5,7.717,50642
505,1767857991625,50579,11855,13850,0.832,1450,26.288,0,-92.5,7.717,50642
506,1767857991719,50605,11810,13850,-4.2,1450,26.252,0,-93.2,7.717,50642
507,1767857991814,50585,11765,13850,-4.2,1450,26.252,0,-93.2,7.717,50642
508,1767857991923,50630,11705,13850,-4.2,1450,26.252,0,-93.2,7.717,50642
509,1767857992015,50416,11660,13850,-4.2,1450,26.252,0,-93.2,7.717,50642
510,1767857992115,47891,11610,13850,-4.2,1450,26.252,0,-93.2,7.717,50642
511,1767857992206,43927,11565,13850,-4.2,1450,26.252,0,-93.2,7.717,50642
512,1767857992317,39890,11510,13850,-4.2,1450,26.252,0,-93.2,7.717,50642
513,1767857992427,38728,11455,13850,-4.2,1450,26.252,0,-93.2,7.717,50642
514,1767857992518,38653,11415,13850,-4.2,1450,26.252,0,-93.2,7.717,50642
515,1767857992613,38711,11365,13850,-4.2,1450,26.252,0,-93.2,7.717,50642
516,1767857992724,38585,11305,13850,-4.192,1450,26.252,0,-93.9,7.717,50642
517,1767857992819,38894,11260,13850,-4.192,1450,26.252,0,-93.9,7.717,50642
518,1767857992912,39318,11216,13850,-4.192,1450,26.252,0,-93.9,7.717,50642
519,1767857993008,39443,11166,13850,-4.192,1450,26.252,0,-93.9,7.717,50642
520,1767857993118,39295,11111,13850,-4.192,1450,26.252,0,-93.9,7.717,50642
521,1767857993211,39079,11061,13850,-4.192,1450,26.252,0,-93.9,7.717,50642
522,1767857993303,38998,11015,13850,-4.192,1450,26.252,0,-93.9,7.717,50642
523,1767857993415,39047,10961,13850,-4.192,1450,26.252,0,-93.9,7.717,50642
524,1767857993509,39410,10916,13850,-4.192,1450,26.252,0,-93.9,7.717,50642
525,1767857993619,39504,10861,13850,-4.192,1450,26.252,0,-93.9,7.717,50642
526,1767857993712,39529,10811,13850,-4.192,1450,26.276,0,-94.6,7.717,50642
527,1767857993808,39407,10766,13850,-4.192,1450,26.276,0,-94.6,7.717,50642
528,1767857993917,39514,10711,13850,-4.192,1450,26.276,0,-94.6,7.717,50642
529,1767857994012,39276,10661,13850,-4.192,1450,26.276,0,-94.6,7.717,50642
530,1767857994109,39016,10616,13850,-4.192,1450,26.276,0,-94.6,7.717,50642
531,1767857994220,38645,10561,13850,-4.192,1450,26.276,0,-94.6,7.717,50642
532,1767857994317,38758,10517,13850,-4.192,1450,26.276,0,-94.6,7.717,50642
533,1767857994424,39099,10457,13850,-4.192,1450,26.276,0,-94.6,7.717,50642
534,1767857994518,39406,10412,13850,-4.192,1450,26.276,0,-94.6,7.717,50642
535,1767857994613,39504,10362,13850,-4.192,1450,26.276,0,-94.6,7.717,50642
536,1767857994723,39415,10306,13850,-4.2,1450,26.264,0,-95.3,7.717,50642
537,1767857994819,39225,10266,13850,-4.2,1450,26.264,0,-95.3,7.717,50642
538,1767857994914,38814,10212,13850,-4.2,1450,26.264,0,-95.3,7.717,50642
539,1767857995008,38541,10167,13850,-4.2,1450,26.264,0,-95.3,7.683,50642
540,1767857995105,38568,10117,13850,-4.2,1450,26.264,0,-95.3,7.683,50642
541,1767857995214,38681,10062,13850,-4.2,1450,26.264,0,-95.3,7.683,50642
542,1767857995309,39183,10017,13850,-4.2,1450,26.264,0,-95.3,7.717,50642
543,1767857995420,39671,9957,13850,-4.2,1450,26.264,0,-95.3,7.717,50642
544,1767857995517,39728,9917,13850,-4.2,1450,26.264,0,-95.3,7.717,50642
545,1767857995622,39395,9857,13850,-4.2,1450,26.264,0,-95.3,7.683,50642
546,1767857995714,39210,9812,13850,-4.192,1450,26.276,0,-96,7.683,50642
547,1767857995807,38782,9767,13850,-4.192,1450,26.276,0,-96,7.717,50642
548,1767857995917,38595,9712,13850,-4.192,1450,26.276,0,-96,7.717,50642
549,1767857996014,38628,9662,13850,-4.192,1450,26.276,0,-96,7.717,50642
550,1767857996120,39033,9607,13850,-4.192,1450,26.276,0,-96,7.717,50642
551,1767857996214,39215,9563,13850,-4.192,1450,26.276,0,-96,7.717,50642
552,1767857996312,39380,9513,13850,-4.192,1450,26.276,0,-96,7.717,50642
553,1767857996418,39358,9462,13850,-4.192,1450,26.276,0,-96,7.717,50642
554,1767857996512,39267,9418,13850,-4.192,1450,26.276,0,-96,7.717,50642
555,1767857996620,39024,9362,13850,-4.192,1450,26.276,0,-96,7.717,50642
556,1767857996719,38703,9313,13850,-4.192,1450,26.252,0,-96.7,7.717,50642
557,1767857996825,38764,9258,13850,-4.192,1450,26.252,0,-96.7,7.717,50642
558,1767857996919,38997,9213,13850,-4.192,1450,26.252,0,-96.7,7.717,50642
559,1767857997014,39116,9163,13850,-4.192,1450,26.252,0,-96.7,7.717,50642
560,1767857997124,39432,9108,13850,-4.192,1450,26.252,0,-96.7,7.717,50642
561,1767857997219,39592,9063,13850,-4.192,1450,26.252,0,-96.7,7.717,50642
562,1767857997316,39517,9013,13850,-4.192,1450,26.252,0,-96.7,7.717,50642
563,1767857997421,39305,8963,13850,-4.192,1450,26.252,0,-96.7,7.717,50642
564,1767857997515,39151,8914,13850,-4.192,1450,26.252,0,-96.7,7.717,50642
565,1767857997610,39067,8864,13850,-4.192,1450,26.252,0,-96.7,7.717,50642
566,1767857997718,39017,8813,13850,-4.192,1450,26.264,0,-97.4,7.717,50642
567,1767857997814,38912,8763,13850,-4.192,1450,26.264,0,-97.4,7.717,50642
568,1767857997922,38922,8709,13850,-4.192,1450,26.264,0,-97.4,7.717,50642
569,1767857998017,39100,8663,13850,-4.192,1450,26.264,0,-97.4,7.717,50642
570,1767857998112,39237,8619,13850,-4.192,1450,26.264,0,-97.4,7.717,50642
571,1767857998220,39307,8564,13850,-4.192,1450,26.264,0,-97.4,7.717,50642
572,1767857998314,39611,8514,13850,-4.192,1450,26.264,0,-97.4,7.683,50642
573,1767857998426,39593,8464,13850,-4.192,1450,26.264,0,-97.4,7.683,50642
574,1767857998522,39362,8409,13850,-4.192,1450,26.264,0,-97.4,7.683,50642
575,1767857998615,38986,8364,13850,-4.192,1450,26.264,0,-97.4,7.683,50642
576,1767857998710,38980,8319,13850,-4.192,1450,26.264,0,-97.4,7.683,50642
577,1767857998803,38786,8274,13850,-4.192,1450,26.227,0,-98.1,7.683,50642
578,1767857998915,38715,8219,13850,-4.192,1450,26.227,0,-98.1,7.683,50642
579,1767857999010,38796,8169,13850,-4.192,1450,26.227,0,-98.1,7.683,50642
580,1767857999118,39148,8114,13850,-4.192,1450,26.227,0,-98.1,7.717,50642
581,1767857999210,39420,8064,13850,-4.192,1450,26.227,0,-98.1,7.717,50642
582,1767857999307,39555,8019,13850,-4.192,1450,26.227,0,-98.1,7.717,50642
583,1767857999416,39460,7964,13850,-4.192,1450,26.227,0,-98.1,7.717,50642
584,1767857999513,39138,7914,13850,-4.192,1450,26.227,0,-98.1,7.717,50642
585,1767857999623,38865,7859,13850,-4.192,1450,26.227,0,-98.1,7.717,50642
586,1767857999719,38623,7815,13850,-4.2,1450,26.252,0,-98.8,7.717,50642
587,1767857999813,38901,7765,13850,-4.2,1450,26.252,0,-98.8,7.683,50642
588,1767857999927,39049,7709,13850,-4.2,1450,26.252,0,-98.8,7.683,50642
589,1767858000017,39184,7665,13850,-4.2,1450,26.252,0,-98.8,7.717,50642
590,1767858000112,39409,7620,13850,-4.2,1450,26.252,0,-98.8,7.717,50642
591,1767858000225,39682,7565,13850,-4.2,1450,26.252,0,-98.8,7.717,50642
592,1767858000311,39717,7520,13850,-4.2,1450,26.252,0,-98.8,7.717,50642
593,1767858000415,39577,7465,13850,-4.2,1450,26.252,0,-98.8,7.717,50642
594,1767858000513,39192,7415,13850,-4.2,1450,26.252,0,-98.8,7.717,50642
595,1767858000618,39066,7365,13850,-4.2,1450,26.252,0,-98.8,7.717,50642
596,1767858000715,38888,7315,13850,-4.2,1450,26.252,0,-98.8,7.717,50642
597,1767858000811,38861,7270,13850,-4.192,1450,26.252,0,-99.5,7.717,50642
598,1767858000918,38889,7215,13850,-4.192,1450,26.252,0,-99.5,7.717,50642
599,1767858001013,39177,7165,13850,-4.192,1450,26.252,0,-99.5,7.717,50642
600,1767858001111,39197,7120,13850,-4.192,1450,26.252,0,-99.5,7.717,50642
601,1767858001222,39246,7065,13850,-4.192,1450,26.252,0,-99.5,7.717,50642
602,1767858001315,39031,7015,13850,-4.192,1450,26.252,0,-99.5,7.717,50642
603,1767858001425,38921,6965,13850,-4.192,1450,26.252,0,-99.5,7.717,50642
604,1767858001515,39014,6915,13850,-4.192,1450,26.252,0,-99.5,7.717,50642
605,1767858001624,38934,6861,13850,-4.192,1450,26.252,0,-99.5,7.717,50642
606,1767858001716,39047,6815,13850,-4.192,1450,26.252,0,-99.5,7.717,50642
607,1767858001810,39143,6766,13850,-4.2,1450,26.276,0,-100.2,7.717,50642
608,1767858001920,39281,6716,13850,-4.2,1450,26.276,0,-100.2,7.717,50642
609,1767858002012,39177,6671,13850,-4.2,1450,26.276,0,-100.2,7.683,50642
610,1767858002107,38935,6621,13850,-4.2,1450,26.276,0,-100.2,7.683,50642
611,1767858002220,39038,6571,13850,-4.2,1450,26.276,0,-100.2,7.683,50642
